DATA_TYPE COF
VERSION Tekscan 압력 측정 시스템 6.70-03
HARDWARE 00114-3201
MAP_VERSION 6.5
HW_TYPE 4
VersaPogoFsx 0
파일 이름 C:\Tekscan\Research\Database\MOVIES\1x\x09R.fsx
SENSOR_TYPE GRIP2-High
ROWS 29
COLS 25
ROW_SPACING 4.0005 millimeters
COL_SPACING 4.0005 millimeters
SENSEL_AREA 16.0038 mm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.02
SECONDS_PER_FRAME 0
MICRO_SECOND 0
TIME 2019-05-15 9:33:06.2오후
SCALE_FACTOR  0.238516  1.51258  0.00462234  0.000132955  0.351349  0.000419876  0.117021  0.000560536 N/cm2 / raw
EXPONENT 0.849026 0.684311 1.74367 2.38147 0.754554 2.04007 0.851172 2.11511
SATURATION_PRESSURE 26.3471 N/cm2 (Tile0, Exponential Extrapolation)
SATURATION_PRESSURE 67.0718 N/cm2 (Tile1, Exponential Extrapolation)
SATURATION_PRESSURE 72.6229 N/cm2 (Tile2, Exponential Extrapolation)
SATURATION_PRESSURE 71.5827 N/cm2 (Tile3, Exponential Extrapolation)
SATURATION_PRESSURE 22.9934 N/cm2 (Tile4, Exponential Extrapolation)
SATURATION_PRESSURE 34.0903 N/cm2 (Tile5, Exponential Extrapolation)
SATURATION_PRESSURE 13.0811 N/cm2 (Tile6, Exponential Extrapolation)
SATURATION_PRESSURE 68.9764 N/cm2 (Tile7, Exponential Extrapolation)
CALIBRATION_POINT_1 584 (Grams) 296 (Raw Sum) 4 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 1197 (Grams) 670 (Raw Sum) 6 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 584 (Grams) 90 (Raw Sum) 2 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 1197 (Grams) 263 (Raw Sum) 2 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 1194 (Grams) 275 (Raw Sum) 3 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 584 (Grams) 223 (Raw Sum) 2 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 584 (Grams) 275 (Raw Sum) 7 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 1197 (Grams) 372 (Raw Sum) 7 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 584 (Grams) 265 (Raw Sum) 9 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 1197 (Grams) 659 (Raw Sum) 11 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 584 (Grams) 434 (Raw Sum) 4 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 1197 (Grams) 617 (Raw Sum) 4 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 200 (Grams) 182 (Raw Sum) 5 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 813.001 (Grams) 932 (Raw Sum) 7 (Number of Loaded Cells)
CALIBRATION_MODE_2 점
CALIBRATION_POINT_1 1193 (Grams) 377 (Raw Sum) 8 (Number of Loaded Cells)
CALIBRATION_MODE_1 점
CALIBRATION_POINT_2 584 (Grams) 355 (Raw Sum) 6 (Number of Loaded Cells)
MAP_INDEX 0
성: 1
이름: x
성별: 여성
START_FRAME 1
END_FRAME 200
COMMENTS Frame, Time, (Absolute Time), Row (mm), Col (mm), Raw Sum
ASCII_DATA @@

1, 0, 2019-05-15 9:33:06.2오후, 9.80, 92.43, 103
2, 0.02, 2019-05-15 9:33:06.22오후, 9.92, 92.13, 109
3, 0.04, 2019-05-15 9:33:06.24오후, 9.60, 92.46, 105
4, 0.06, 2019-05-15 9:33:06.26오후, 9.40, 92.42, 107
5, 0.08, 2019-05-15 9:33:06.28오후, 9.17, 92.53, 102
6, 0.1, 2019-05-15 9:33:06.3오후, 9.79, 92.29, 101
7, 0.12, 2019-05-15 9:33:06.32오후, 9.50, 92.43, 108
8, 0.14, 2019-05-15 9:33:06.34오후, 9.87, 92.18, 103
9, 0.16, 2019-05-15 9:33:06.36오후, 10.14, 92.07, 107
10, 0.18, 2019-05-15 9:33:06.38오후, 9.67, 92.47, 98
11, 0.2, 2019-05-15 9:33:06.4오후, 9.58, 92.28, 106
12, 0.22, 2019-05-15 9:33:06.42오후, 9.65, 92.32, 100
13, 0.24, 2019-05-15 9:33:06.44오후, 9.92, 92.44, 100
14, 0.26, 2019-05-15 9:33:06.46오후, 9.88, 92.47, 103
15, 0.28, 2019-05-15 9:33:06.48오후, 9.47, 92.38, 106
16, 0.3, 2019-05-15 9:33:06.5오후, 9.83, 92.09, 96
17, 0.32, 2019-05-15 9:33:06.52오후, 9.58, 92.29, 106
18, 0.34, 2019-05-15 9:33:06.54오후, 9.14, 92.56, 102
19, 0.36, 2019-05-15 9:33:06.56오후, 9.89, 92.01, 102
20, 0.38, 2019-05-15 9:33:06.58오후, 9.57, 92.30, 104
21, 0.4, 2019-05-15 9:33:06.6오후, 9.89, 91.96, 110
22, 0.42, 2019-05-15 9:33:06.62오후, 9.15, 92.57, 100
23, 0.44, 2019-05-15 9:33:06.64오후, 9.85, 92.52, 106
24, 0.46, 2019-05-15 9:33:06.66오후, 9.60, 92.27, 105
25, 0.48, 2019-05-15 9:33:06.68오후, 9.63, 92.15, 104
26, 0.5, 2019-05-15 9:33:06.7오후, 9.92, 92.52, 104
27, 0.52, 2019-05-15 9:33:06.72오후, 10.03, 92.07, 105
28, 0.54, 2019-05-15 9:33:06.74오후, 9.64, 92.39, 107
29, 0.56, 2019-05-15 9:33:06.76오후, 9.14, 92.56, 101
30, 0.58, 2019-05-15 9:33:06.78오후, 10.03, 92.23, 103
31, 0.6, 2019-05-15 9:33:06.8오후, 10.03, 92.13, 103
32, 0.62, 2019-05-15 9:33:06.82오후, 10.06, 92.24, 103
33, 0.64, 2019-05-15 9:33:06.84오후, 9.28, 92.45, 101
34, 0.66, 2019-05-15 9:33:06.86오후, 10.06, 92.20, 104
35, 0.68, 2019-05-15 9:33:06.88오후, 9.72, 92.36, 106
36, 0.7, 2019-05-15 9:33:06.9오후, 10.03, 92.24, 102
37, 0.72, 2019-05-15 9:33:06.92오후, 10.07, 92.12, 110
38, 0.74, 2019-05-15 9:33:06.94오후, 10.28, 92.28, 108
39, 0.76, 2019-05-15 9:33:06.96오후, 9.36, 92.63, 104
40, 0.78, 2019-05-15 9:33:06.98오후, 9.88, 92.33, 113
41, 0.8, 2019-05-15 9:33:07오후, 9.74, 92.33, 107
42, 0.82, 2019-05-15 9:33:07.02오후, 9.94, 92.49, 104
43, 0.84, 2019-05-15 9:33:07.04오후, 10.00, 92.24, 107
44, 0.86, 2019-05-15 9:33:07.06오후, 9.86, 92.49, 109
45, 0.88, 2019-05-15 9:33:07.08오후, 10.18, 92.34, 107
46, 0.9, 2019-05-15 9:33:07.1오후, 9.43, 92.62, 104
47, 0.92, 2019-05-15 9:33:07.12오후, 9.73, 92.44, 109
48, 0.94, 2019-05-15 9:33:07.14오후, 10.28, 92.24, 110
